,REF_DATE,GEO,National Occupational Classification (NOC),Statistics,VALUE
3923,2013,Canada,"Occupations in education, law and social, community and government services",Average gender pay ratio in annual employment income,0.57
3924,2013,Canada,"Occupations in education, law and social, community and government services","Median employment income, both sexes",44100.0
3925,2013,Canada,"Occupations in education, law and social, community and government services","Median employment income, females",37600.0
3926,2013,Canada,"Occupations in education, law and social, community and government services","Median employment income, males",72900.0
3927,2013,Canada,"Occupations in education, law and social, community and government services",Median gender pay ratio in annual employment income,0.52
3928,2013,Canada,"Occupations in education, law and social, community and government services","Average wages, salaries and commissions, both sexes",54700.0
3929,2013,Canada,"Occupations in education, law and social, community and government services","Average wages, salaries and commissions, females",45900.0
3930,2013,Canada,"Occupations in education, law and social, community and government services","Average wages, salaries and commissions, males",75900.0
3931,2013,Canada,"Occupations in education, law and social, community and government services","Average gender pay ratio in annual wages, salaries and commissions",0.61
3932,2013,Canada,"Occupations in education, law and social, community and government services","Median wages, salaries and commissions, both sexes",46200.0
3933,2013,Canada,"Occupations in education, law and social, community and government services","Median wages, salaries and commissions, females",39500.0
3934,2013,Canada,"Occupations in education, law and social, community and government services","Median wages, salaries and commissions, males",74600.0
3935,2013,Canada,"Occupations in education, law and social, community and government services","Median gender pay ratio in annual wages, salaries and commissions",0.53
3936,2013,Canada,"Occupations in art, culture, recreation and sport","Average employment income, both sexes",31400.0
3937,2013,Canada,"Occupations in art, culture, recreation and sport","Average employment income, females",27800.0
3938,2013,Canada,"Occupations in art, culture, recreation and sport","Average employment income, males",36300.0
3939,2013,Canada,"Occupations in art, culture, recreation and sport",Average gender pay ratio in annual employment income,0.76
3940,2013,Canada,"Occupations in art, culture, recreation and sport","Median employment income, both sexes",20900.0
3941,2013,Canada,"Occupations in art, culture, recreation and sport","Median employment income, females",17700.0
3942,2013,Canada,"Occupations in art, culture, recreation and sport","Median employment income, males",24100.0
3943,2013,Canada,"Occupations in art, culture, recreation and sport",Median gender pay ratio in annual employment income,0.74
3944,2013,Canada,"Occupations in art, culture, recreation and sport","Average wages, salaries and commissions, both sexes",33000.0
3945,2013,Canada,"Occupations in art, culture, recreation and sport","Average wages, salaries and commissions, females",30000.0
3946,2013,Canada,"Occupations in art, culture, recreation and sport","Average wages, salaries and commissions, males",37200.0
3947,2013,Canada,"Occupations in art, culture, recreation and sport","Average gender pay ratio in annual wages, salaries and commissions",0.81
3948,2013,Canada,"Occupations in art, culture, recreation and sport","Median wages, salaries and commissions, both sexes",21700.0
3949,2013,Canada,"Occupations in art, culture, recreation and sport","Median wages, salaries and commissions, females",20300.0
3950,2013,Canada,"Occupations in art, culture, recreation and sport","Median wages, salaries and commissions, males",24200.0
3951,2013,Canada,"Occupations in art, culture, recreation and sport","Median gender pay ratio in annual wages, salaries and commissions",0.84
3952,2013,Canada,Sales and service occupations,"Average employment income, both sexes",28300.0
3953,2013,Canada,Sales and service occupations,"Average employment income, females",22900.0
3954,2013,Canada,Sales and service occupations,"Average employment income, males",35200.0
3955,2013,Canada,Sales and service occupations,Average gender pay ratio in annual employment income,0.65
3956,2013,Canada,Sales and service occupations,"Median employment income, both sexes",19100.0
3957,2013,Canada,Sales and service occupations,"Median employment income, females",16800.0
3958,2013,Canada,Sales and service occupations,"Median employment income, males",24400.0
3959,2013,Canada,Sales and service occupations,Median gender pay ratio in annual employment income,0.69
3960,2013,Canada,Sales and service occupations,"Average wages, salaries and commissions, both sexes",28200.0
3961,2013,Canada,Sales and service occupations,"Average wages, salaries and commissions, females",22900.0
3962,2013,Canada,Sales and service occupations,"Average wages, salaries and commissions, males",34900.0
3963,2013,Canada,Sales and service occupations,"Average gender pay ratio in annual wages, salaries and commissions",0.66
3964,2013,Canada,Sales and service occupations,"Median wages, salaries and commissions, both sexes",19000.0
3965,2013,Canada,Sales and service occupations,"Median wages, salaries and commissions, females",16800.0
3966,2013,Canada,Sales and service occupations,"Median wages, salaries and commissions, males",24100.0
3967,2013,Canada,Sales and service occupations,"Median gender pay ratio in annual wages, salaries and commissions",0.69
3968,2013,Canada,"Trades, transport and equipment operators and related occupations","Average employment income, both sexes",50600.0
3969,2013,Canada,"Trades, transport and equipment operators and related occupations","Average employment income, females",32900.0
3970,2013,Canada,"Trades, transport and equipment operators and related occupations","Average employment income, males",51800.0
